Dataset,Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length,1-SPFP(masked),1-SPFN(masked),TC(masked),Compression(masked),Average Terminal Gap length
SF038,DefaultProbCons,0.262057877814,0.216755319149,0.239406598481,0.106617647059,0.262057877814,1.1641337386,0.686902947154,0.7265625,3.0,329.0,383.0,292.0,0.0396431541769,0.147922998987,3.65,1.5,0.262057877814,0.216755319149,0.106617647059,1.1641337386,4.16666666667
SF077,DefaultProbCons,0.177567492346,0.166753789859,0.172160641103,0.0,0.177567492346,1.06578947368,0.763470643488,0.895833333333,9.0,228.0,243.0,150.0,0.0614809536563,0.417153996101,5.21951219512,3.0,0.177567492346,0.166753789859,0.0,1.06578947368,13.1111111111
SF270,DefaultProbCons,0.279336734694,0.236501079914,0.257918907304,0.0232558139535,0.279336734694,1.27731092437,0.748275757806,0.804469273743,5.0,238.0,304.0,209.0,0.030700162866,0.156302521008,4.32558139535,3.0,0.279336734694,0.236501079914,0.0232558139535,1.27731092437,3.9
SF061,DefaultProbCons,0.0994263862333,0.0842787682334,0.0918525772333,0.0,0.0994263862333,1.08108108108,0.791706587947,0.879310344828,5.0,111.0,120.0,84.0,0.139784741136,0.333333333333,6.60714285714,4.0,0.0994263862333,0.0842787682334,0.0,1.08108108108,10.6
TL332,DefaultProbCons,0.0,0.0,0.0,0.0,0.0,0.8125,0.869749045281,0.936170212766,3.0,176.0,143.0,120.0,0.272569753438,0.467803030303,10.2916666667,2.0,0.0,0.0,0.0,0.8125,23.5
SF174,DefaultProbCons,0.198795180723,0.175531914894,0.187163547808,0.078125,0.198795180723,1.0843373494,0.648857526882,0.677419354839,3.0,83.0,90.0,75.0,0.0945397122994,0.160642570281,5.71428571429,6.0,0.198795180723,0.175531914894,0.078125,1.0843373494,4.66666666667
SF296,DefaultProbCons,0.231270358306,0.229032258065,0.230151308185,0.0,0.231270358306,1.00617283951,0.716047482211,0.802083333333,3.0,162.0,163.0,131.0,0.040104738718,0.22633744856,4.78260869565,4.0,0.231270358306,0.229032258065,0.0,1.00617283951,0.666666666667
SF252,DefaultProbCons,0.145089285714,0.131578947368,0.138334116541,0.0,0.145089285714,0.994708994709,0.853372513515,0.947368421053,5.0,189.0,188.0,130.0,0.0696045975493,0.35873015873,4.77464788732,3.0,0.145089285714,0.131578947368,0.0,0.994708994709,7.0
SF319,DefaultProbCons,0.068687825675,0.0760356581017,0.0723617418884,0.00578034682081,0.068687825675,0.808564231738,0.814322946983,0.890909090909,5.0,794.0,642.0,485.0,0.403615716624,0.578085642317,22.95,3.5,0.068687825675,0.0760356581017,0.00578034682081,0.808564231738,104.8
SF135,DefaultProbCons,0.0852649006623,0.109808102345,0.0975365015038,0.00614754098361,0.0852649006623,0.818991097923,0.781737597462,0.827433628319,3.0,1011.0,828.0,595.0,0.0348577205539,0.431585888559,16.5696202532,7.0,0.0852649006623,0.109808102345,0.00614754098361,0.818991097923,12.3333333333
SF144,DefaultProbCons,0.155437352246,0.163252638113,0.159344995179,0.008,0.155437352246,0.821229050279,0.792134176935,0.914285714286,7.0,537.0,441.0,264.0,0.137345778507,0.580207501995,10.6390243902,4.0,0.155437352246,0.163252638113,0.008,0.821229050279,18.5
SF024,DefaultProbCons,0.0279446330635,0.0280692549843,0.0280069440239,0.0103359173127,0.0279446330635,0.639097744361,0.841515202858,0.948051948052,11.0,1862.0,1190.0,572.0,0.167346209007,0.743433258471,17.89306698,5.0,0.0279446330635,0.0280692549843,0.0103359173127,0.639097744361,114.363636364
SF129,DefaultProbCons,0.241027227723,0.231431966726,0.236229597224,0.0,0.241027227723,1.02114164905,0.755606038075,0.885057471264,6.0,473.0,483.0,359.0,0.171785792435,0.388653981677,6.85093167702,2.0,0.241027227723,0.231431966726,0.0,1.02114164905,32.1666666667
SF188,DefaultProbCons,0.281345565749,0.208283393261,0.244814479505,0.0,0.281345565749,1.45353159851,0.748222392735,0.898550724638,11.0,269.0,391.0,182.0,0.0897634331777,0.427847245691,5.52838427948,2.0,0.281345565749,0.208283393261,0.0,1.45353159851,9.36363636364
SF227,DefaultProbCons,0.262825572218,0.219947159841,0.24138636603,0.0693430656934,0.262825572218,1.21921921922,0.725282838924,0.76862745098,4.0,333.0,406.0,302.0,0.0646546696234,0.16966966967,3.22857142857,2.0,0.262825572218,0.219947159841,0.0693430656934,1.21921921922,4.375
SF098,DefaultProbCons,0.0949720670391,0.0971428571429,0.096057462091,0.0217391304348,0.0949720670391,0.93762993763,0.8393968564,0.896739130435,4.0,481.0,451.0,336.0,0.144108905895,0.406964656965,5.67391304348,3.0,0.0949720670391,0.0971428571429,0.0217391304348,0.93762993763,12.0
SF109,DefaultProbCons,0.144575335695,0.112550503431,0.128562919563,0.0,0.144575335695,1.24120603015,0.770291335261,0.962962962963,24.0,398.0,494.0,189.0,0.149805630562,0.663421273032,9.8400621118,3.0,0.144575335695,0.112550503431,0.0,1.24120603015,62.3958333333
SF045,DefaultProbCons,0.235010706638,0.17922024903,0.207115477834,0.0,0.235010706638,1.3679417122,0.726165796418,0.823076923077,11.0,549.0,751.0,346.0,0.0647194022608,0.426395098526,6.92204301075,2.0,0.235010706638,0.17922024903,0.0,1.3679417122,16.3636363636
TL567,DefaultProbCons,0.1,0.0945945945946,0.0972972972973,0.0178571428571,0.1,1.02597402597,0.826513213981,0.891304347826,3.0,77.0,79.0,65.0,0.081479579763,0.225108225108,5.2,2.5,0.1,0.0945945945946,0.0178571428571,1.02597402597,2.33333333333
SF302,DefaultProbCons,0.0642840009595,0.0699373695198,0.0671106852396,0.00267379679144,0.0642840009595,0.769129287599,0.855790518777,0.91095890411,7.0,758.0,583.0,337.0,0.161593930047,0.609875612514,8.02977667494,3.0,0.0642840009595,0.0699373695198,0.00267379679144,0.769129287599,34.4285714286
SF055,DefaultProbCons,0.178038379531,0.158256337361,0.168147358446,0.00357142857143,0.178038379531,1.19714285714,0.75917552022,0.885,7.0,350.0,419.0,265.0,0.0700855434273,0.325714285714,4.01005025126,3.0,0.178038379531,0.158256337361,0.00357142857143,1.19714285714,9.85714285714
SF058,DefaultProbCons,0.0421721548238,0.0448127685697,0.0434924616967,0.0,0.0421721548238,0.806921675774,0.830959258849,0.891472868217,5.0,549.0,443.0,317.0,0.153050445308,0.525683060109,10.8496240602,3.0,0.0421721548238,0.0448127685697,0.0,0.806921675774,40.5
SF273,DefaultProbCons,0.172284644195,0.152823920266,0.16255428223,0.0467289719626,0.172284644195,1.11510791367,0.675496334456,0.77,3.0,139.0,155.0,121.0,0.0570737464794,0.177458033573,4.625,3.5,0.172284644195,0.152823920266,0.0467289719626,1.11510791367,2.66666666667
TL239,DefaultProbCons,0.074358974359,0.0693779904306,0.0718684823948,0.0,0.074358974359,1.0125,0.854173943848,0.928571428571,5.0,80.0,81.0,56.0,0.0844574388962,0.3575,4.33333333333,2.0,0.074358974359,0.0693779904306,0.0,1.0125,9.0
SF168,DefaultProbCons,0.11976744186,0.112078346028,0.115922893944,0.0232558139535,0.11976744186,1.06666666667,0.785510949381,0.881355932203,6.0,135.0,144.0,95.0,0.170583242574,0.424691358025,7.47826086957,7.5,0.11976744186,0.112078346028,0.0232558139535,1.06666666667,11.5
SF123,DefaultProbCons,0.0727272727273,0.0689655172414,0.0708463949843,0.0149253731343,0.0727272727273,1.04545454545,0.854275898394,0.892857142857,3.0,176.0,184.0,147.0,0.0547089451831,0.210227272727,3.0,2.0,0.0727272727273,0.0689655172414,0.0149253731343,1.04545454545,4.16666666667
SF066,DefaultProbCons,0.0700572583361,0.0567530695771,0.0634051639566,0.0,0.0700572583361,1.26851851852,0.800020015902,0.911111111111,8.0,216.0,274.0,160.0,0.0843249926923,0.3125,4.32,1.0,0.0700572583361,0.0567530695771,0.0,1.26851851852,7.0
SF244,DefaultProbCons,0.0771123872026,0.0704119850187,0.0737621861107,0.0,0.0771123872026,1.02123142251,0.798441233315,0.873303167421,4.0,471.0,481.0,321.0,0.106165325686,0.378450106157,5.89256198347,2.0,0.0771123872026,0.0704119850187,0.0,1.02123142251,12.75
SF133,DefaultProbCons,0.130780706116,0.119545454545,0.125163080331,0.0,0.130780706116,0.987447698745,0.795348288758,0.880597014925,8.0,239.0,236.0,128.0,0.138631158016,0.546548117155,7.15753424658,2.5,0.130780706116,0.119545454545,0.0,0.987447698745,17.4375
SF272,DefaultProbCons,0.13249331806,0.107775132001,0.120134225031,0.0,0.13249331806,1.2679558011,0.806525359272,0.943089430894,12.0,362.0,459.0,197.0,0.0331890249792,0.48273480663,5.28211586902,2.0,0.13249331806,0.107775132001,0.0,1.2679558011,20.2083333333
SF064,DefaultProbCons,0.112729234088,0.0969387755102,0.104834004799,0.0,0.112729234088,1.19879518072,0.810371511644,0.888888888889,5.0,332.0,398.0,265.0,0.0642309957111,0.250602409639,3.49579831933,2.0,0.112729234088,0.0969387755102,0.0,1.19879518072,3.7
SF173,DefaultProbCons,0.150909090909,0.144097222222,0.147503156566,0.0238095238095,0.150909090909,0.914814814815,0.758717665415,0.836363636364,5.0,270.0,247.0,197.0,0.178799047192,0.42962962963,8.65671641791,3.0,0.150909090909,0.144097222222,0.0238095238095,0.914814814815,22.3
SF221,DefaultProbCons,0.0193548387097,0.0189873417722,0.0191710902409,0.0,0.0193548387097,0.968609865471,0.848936272622,0.908163265306,3.0,223.0,216.0,180.0,0.210839366246,0.337817638266,5.25581395349,2.0,0.0193548387097,0.0189873417722,0.0,0.968609865471,9.66666666667
SF172,DefaultProbCons,0.351694915254,0.305896805897,0.328795860576,0.0,0.351694915254,1.07692307692,0.727399954706,0.885245901639,11.0,130.0,140.0,76.0,0.0685365312445,0.475524475524,8.09523809524,4.0,0.351694915254,0.305896805897,0.0,1.07692307692,13.4090909091
SF254,DefaultProbCons,0.0661923242777,0.0589930822444,0.0625927032611,0.0,0.0661923242777,1.01278409091,0.844318756589,0.913875598086,7.0,704.0,713.0,450.0,0.160991738727,0.521103896104,6.94054054054,2.0,0.0661923242777,0.0589930822444,0.0,1.01278409091,9.28571428571
SF150,DefaultProbCons,0.041856232939,0.0428704566636,0.0423633448013,0.015503875969,0.041856232939,0.868544600939,0.84117680765,0.939393939394,6.0,213.0,185.0,133.0,0.213318125757,0.50234741784,9.04225352113,2.0,0.041856232939,0.0428704566636,0.015503875969,0.868544600939,14.25
TL028,DefaultProbCons,0.127049180328,0.127049180328,0.127049180328,0.0744680851064,0.127049180328,0.946308724832,0.865119761969,0.907894736842,3.0,149.0,141.0,116.0,0.098464053765,0.288590604027,7.16666666667,6.0,0.127049180328,0.127049180328,0.0744680851064,0.946308724832,3.83333333333
SF190,DefaultProbCons,0.0870588235294,0.0807860262009,0.0839224248651,0.0,0.0870588235294,1.05996131528,0.808509889006,0.879396984925,4.0,517.0,548.0,427.0,0.276139799333,0.396034816248,10.5,2.0,0.0870588235294,0.0807860262009,0.0,1.05996131528,33.0
SF121,DefaultProbCons,0.199475065617,0.197402597403,0.19843883151,0.062015503876,0.199475065617,0.970588235294,0.769726231989,0.88,5.0,170.0,165.0,131.0,0.25068722634,0.391764705882,5.74137931034,2.0,0.199475065617,0.197402597403,0.062015503876,0.970588235294,15.3
SF102,DefaultProbCons,0.109775019395,0.0903864580006,0.100080738698,0.0,0.109775019395,1.01557632399,0.762812643359,0.857142857143,8.0,321.0,326.0,172.0,0.137486969903,0.545171339564,11.7647058824,7.0,0.109775019395,0.0903864580006,0.0,1.01557632399,25.375
SF099,DefaultProbCons,0.0843547224225,0.0705669481303,0.0774608352764,0.0,0.0843547224225,1.09826589595,0.817934048516,0.853107344633,5.0,346.0,380.0,253.0,0.128043494509,0.39710982659,8.48148148148,2.0,0.0843547224225,0.0705669481303,0.0,1.09826589595,22.3
SF074,DefaultProbCons,0.121130852609,0.0909395973154,0.106035224962,0.00657894736842,0.121130852609,1.41471962617,0.804715416501,0.889221556886,15.0,856.0,1211.0,465.0,0.0800919957217,0.517133956386,5.17133956386,2.0,0.121130852609,0.0909395973154,0.00657894736842,1.41471962617,12.5333333333
SF081,DefaultProbCons,0.446650124069,0.388768898488,0.417709511279,0.166666666667,0.446650124069,1.18367346939,0.722416042023,0.815789473684,4.0,98.0,116.0,91.0,0.0664233115381,0.147959183673,2.9,2.0,0.446650124069,0.388768898488,0.166666666667,1.18367346939,3.5
SF222,DefaultProbCons,0.270435967302,0.212299465241,0.241367716272,0.0031847133758,0.270435967302,1.35388739946,0.621102044874,0.713826366559,4.0,373.0,505.0,343.0,0.0420219275829,0.121983914209,7.58333333333,1.0,0.270435967302,0.212299465241,0.0031847133758,1.35388739946,18.0
SF268,DefaultProbCons,0.449645390071,0.38517618469,0.417410787381,0.131944444444,0.449645390071,1.25454545455,0.579843410852,0.639705882353,4.0,165.0,207.0,153.0,0.0515463917526,0.119696969697,3.7619047619,2.0,0.449645390071,0.38517618469,0.131944444444,1.25454545455,5.5
SF303,DefaultProbCons,0.111451316595,0.110975609756,0.111213463176,0.0,0.111451316595,0.944444444444,0.797863831305,0.869318181818,5.0,378.0,357.0,238.0,0.0490847122914,0.417989417989,5.80882352941,3.0,0.111451316595,0.110975609756,0.0,0.944444444444,7.0
TL788,DefaultProbCons,0.00316455696203,0.00478468899522,0.00397462297862,0.0,0.00316455696203,0.698039215686,0.892845926763,0.934426229508,3.0,255.0,178.0,142.0,0.0786795792469,0.471895424837,11.6451612903,4.0,0.00316455696203,0.00478468899522,0.0,0.698039215686,7.66666666667
SF285,DefaultProbCons,0.0749034749035,0.0653859116953,0.0701446932994,0.0,0.0749034749035,1.09589041096,0.838317775627,0.935779816514,7.0,365.0,400.0,252.0,0.232260909125,0.467318982387,7.75324675325,2.0,0.0749034749035,0.0653859116953,0.0,1.09589041096,22.2857142857
TL639,DefaultProbCons,0.00393700787402,0.00471698113208,0.00432699450305,0.0,0.00393700787402,0.805687203791,0.91598119859,0.942028985507,3.0,211.0,170.0,132.0,0.100283152997,0.436018957346,9.85714285714,8.0,0.00393700787402,0.00471698113208,0.0,0.805687203791,5.16666666667
SF261,DefaultProbCons,0.125619834711,0.111436950147,0.118528392429,0.0,0.125619834711,0.991935483871,0.733789594889,0.833333333333,5.0,124.0,123.0,93.0,0.106726437889,0.35,6.38235294118,3.0,0.125619834711,0.111436950147,0.0,0.991935483871,12.9
SF271,DefaultProbCons,0.174244938599,0.149317406143,0.161781172371,0.0,0.174244938599,1.13454545455,0.771097840703,0.883928571429,8.0,275.0,312.0,181.0,0.0878116960936,0.434545454545,5.9012345679,2.0,0.174244938599,0.149317406143,0.0,1.13454545455,24.3125
SF120,DefaultProbCons,0.258620689655,0.221893491124,0.24025709039,0.0258620689655,0.258620689655,1.19310344828,0.720190850616,0.811764705882,6.0,145.0,173.0,115.0,0.0796735386593,0.28275862069,3.0,2.0,0.258620689655,0.221893491124,0.0258620689655,1.19310344828,5.83333333333
SF031,DefaultProbCons,0.104267033723,0.086869266055,0.0955681498892,0.0365853658537,0.104267033723,1.07365439093,0.834135220076,0.945652173913,12.0,353.0,379.0,225.0,0.291728665138,0.588762983947,6.87052341598,3.0,0.104267033723,0.086869266055,0.0365853658537,1.07365439093,3.625
SF192,DefaultProbCons,0.200617283951,0.188223938224,0.194420611087,0.0,0.200617283951,0.929078014184,0.732426502772,0.88679245283,7.0,141.0,131.0,86.0,0.221843971357,0.539007092199,9.33333333333,4.0,0.200617283951,0.188223938224,0.0,0.929078014184,17.7857142857
SF151,DefaultProbCons,0.05710712797,0.048290447656,0.052698787813,0.0,0.05710712797,1.1332046332,0.810364159278,0.864768683274,5.0,518.0,587.0,393.0,0.0934091812075,0.343243243243,7.22764227642,3.0,0.05710712797,0.048290447656,0.0,1.1332046332,10.5
SF257,DefaultProbCons,0.168650793651,0.142021720969,0.15533625731,0.0,0.168650793651,1.32638888889,0.701416138338,0.822033898305,5.0,144.0,191.0,133.0,0.0372222789049,0.116666666667,2.33333333333,2.0,0.168650793651,0.142021720969,0.0,1.32638888889,0.4
SF183,DefaultProbCons,0.058294042006,0.0470751124957,0.0526845772508,0.0,0.058294042006,1.25688073394,0.856992819553,0.917948717949,6.0,327.0,411.0,253.0,0.0946806689126,0.318042813456,4.58823529412,2.0,0.058294042006,0.0470751124957,0.0,1.25688073394,23.9166666667
SF001,DefaultProbCons,0.0951903807615,0.0819672131148,0.0885787969381,0.0,0.0951903807615,1.15151515152,0.845617184273,0.907894736842,6.0,132.0,152.0,104.0,0.131851172427,0.328282828283,4.12698412698,2.0,0.0951903807615,0.0819672131148,0.0,1.15151515152,6.58333333333
SF217,DefaultProbCons,0.00910746812386,0.00844594594595,0.0087767070349,0.0,0.00910746812386,0.979797979798,0.829384423346,0.89,4.0,198.0,194.0,156.0,0.179381622995,0.352272727273,7.75,4.0,0.00910746812386,0.00844594594595,0.0,0.979797979798,8.625
SF106,DefaultProbCons,0.233475177305,0.183377896613,0.208426536959,0.0,0.233475177305,1.37979094077,0.7581930172,0.88785046729,19.0,287.0,396.0,143.0,0.0550615082535,0.551622959839,6.24066390041,3.0,0.233475177305,0.183377896613,0.0,1.37979094077,10.7631578947
SF266,DefaultProbCons,0.0724637681159,0.0730688935282,0.0727663308221,0.00381679389313,0.0724637681159,1.0,0.872637504629,0.95652173913,8.0,324.0,324.0,213.0,0.351396888798,0.565972222222,9.28481012658,2.0,0.0724637681159,0.0730688935282,0.00381679389313,1.0,27.1875
SF142,DefaultProbCons,0.0913436006373,0.0772686433064,0.0843061219718,0.0,0.0913436006373,1.15087719298,0.830256266678,0.931506849315,6.0,285.0,328.0,224.0,0.15311866287,0.363742690058,5.01612903226,2.0,0.0913436006373,0.0772686433064,0.0,1.15087719298,1.83333333333
SF306,DefaultProbCons,0.015690376569,0.018115942029,0.016903159299,0.0,0.015690376569,0.834630350195,0.904053299954,0.95145631068,4.0,1028.0,858.0,642.0,0.23122280224,0.518725680934,10.7727272727,4.0,0.015690376569,0.018115942029,0.0,0.834630350195,40.125
SF255,DefaultProbCons,0.296385542169,0.259493670886,0.277939606527,0.0905660377358,0.296385542169,1.16358024691,0.722565440429,0.832618025751,4.0,324.0,377.0,282.0,0.0502029140337,0.183641975309,3.21621621622,2.0,0.296385542169,0.259493670886,0.0905660377358,1.16358024691,5.25
SF116,DefaultProbCons,0.0822342901474,0.0876177880641,0.0849260391058,0.0,0.0822342901474,0.724770642202,0.836264373102,0.929936305732,8.0,1090.0,790.0,447.0,0.154119443117,0.662385321101,15.4438502674,3.0,0.0822342901474,0.0876177880641,0.0,0.724770642202,66.75
SF180,DefaultProbCons,0.144705882353,0.123867069486,0.13428647592,0.0,0.144705882353,1.352,0.838046287507,0.893617021277,5.0,125.0,169.0,117.0,0.0737350815074,0.1296,2.18918918919,1.0,0.144705882353,0.123867069486,0.0,1.352,2.4
SF145,DefaultProbCons,0.117911791179,0.125961538462,0.12193666482,0.0,0.117911791179,0.896946564885,0.815710778137,0.954022988506,5.0,262.0,235.0,180.0,0.155306149267,0.430534351145,8.05714285714,1.0,0.117911791179,0.125961538462,0.0,0.896946564885,6.9
SF052,DefaultProbCons,0.069165287302,0.0502145922747,0.0596899397883,0.0,0.069165287302,1.16692426584,0.822076643334,0.927536231884,11.0,647.0,755.0,463.0,0.264175340347,0.581424757623,9.31981981982,3.0,0.069165287302,0.0502145922747,0.0,1.16692426584,35.8181818182
SF110,DefaultProbCons,0.0952868852459,0.0812227074236,0.0882547963347,0.0,0.0952868852459,1.09074733096,0.646084378966,0.676092544987,3.0,562.0,613.0,532.0,0.186414014031,0.208778173191,7.82222222222,2.0,0.0952868852459,0.0812227074236,0.0,1.09074733096,20.5
SF164,DefaultProbCons,0.0354609929078,0.0346675070911,0.0350642499994,0.0,0.0354609929078,0.883656509695,0.883006846552,0.952830188679,8.0,361.0,319.0,194.0,0.164055783536,0.560249307479,8.89010989011,5.0,0.0354609929078,0.0346675070911,0.0,0.883656509695,12.25
SF177,DefaultProbCons,0.20298879203,0.154112826978,0.178550809504,0.0,0.20298879203,1.5845410628,0.753132537036,0.885714285714,16.0,207.0,328.0,135.0,0.0666698171908,0.42693236715,4.46056782334,2.0,0.20298879203,0.154112826978,0.0,1.5845410628,3.75
SF130,DefaultProbCons,0.0187228351722,0.0194850382742,0.0191039367232,0.0,0.0187228351722,0.740554156171,0.849007465321,0.90625,8.0,397.0,294.0,203.0,0.162011169515,0.613350125945,13.7183098592,4.0,0.0187228351722,0.0194850382742,0.0,0.740554156171,25.625
SF137,DefaultProbCons,0.522653721683,0.475,0.498826860841,0.184210526316,0.522653721683,1.11557788945,0.562589394874,0.637795275591,5.0,199.0,222.0,182.0,0.129024971579,0.237185929648,8.13793103448,3.0,0.522653721683,0.475,0.184210526316,1.11557788945,4.6
SF210,DefaultProbCons,0.036170212766,0.0343203230148,0.0352452678904,0.005,0.036170212766,0.987878787879,0.850158970031,0.897297297297,4.0,660.0,652.0,427.0,0.218070423906,0.426893939394,8.41044776119,2.0,0.036170212766,0.0343203230148,0.005,0.987878787879,80.25
SF230,DefaultProbCons,0.163396738047,0.123847665105,0.143622201576,0.0,0.163396738047,1.20561456753,0.739760721162,0.861607142857,42.0,1318.0,1589.0,354.0,0.107315294501,0.77418888648,13.9097695553,4.0,0.163396738047,0.123847665105,0.0,1.20561456753,125.904761905
SF097,DefaultProbCons,0.0684448917967,0.071995764955,0.0702203283758,0.0046511627907,0.0684448917967,0.785377358491,0.81292432681,0.972222222222,6.0,424.0,333.0,212.0,0.0951041605425,0.551886792453,9.17647058824,3.0,0.0684448917967,0.071995764955,0.0046511627907,0.785377358491,27.4166666667
SF253,DefaultProbCons,0.158301158301,0.126153846154,0.142227502228,0.0,0.158301158301,1.10752688172,0.737379640452,0.787610619469,3.0,186.0,206.0,184.0,0.376184270917,0.274193548387,10.2,2.0,0.158301158301,0.126153846154,0.0,1.10752688172,19.5
SF003,DefaultProbCons,0.0666666666667,0.0597269624573,0.063196814562,0.0328358208955,0.0666666666667,0.918918918919,0.858302720367,0.949152542373,8.0,481.0,442.0,313.0,0.349253783925,0.595374220374,9.46694214876,3.0,0.0666666666667,0.0597269624573,0.0328358208955,0.918918918919,30.5
SF087,DefaultProbCons,0.148476580264,0.142172871761,0.145324726013,0.0,0.148476580264,0.795620437956,0.765045442658,0.904761904762,11.0,411.0,327.0,199.0,0.264088751632,0.697412076974,15.0861244019,5.0,0.148476580264,0.142172871761,0.0,0.795620437956,31.5454545455
SF047,DefaultProbCons,0.32,0.291390728477,0.305695364238,0.0102040816327,0.32,1.06293706294,0.70970707186,0.941176470588,6.0,143.0,152.0,101.0,0.0653646976475,0.33682983683,5.55769230769,3.0,0.32,0.291390728477,0.0102040816327,1.06293706294,11.0833333333
SF294,DefaultProbCons,0.050153531218,0.0469798657718,0.0485666984949,0.0,0.050153531218,0.976,0.872972710439,0.941747572816,5.0,250.0,244.0,163.0,0.154451553905,0.4424,5.53,2.0,0.050153531218,0.0469798657718,0.0,0.976,1.5
SF224,DefaultProbCons,0.207776427704,0.18018967334,0.193983050522,0.0414201183432,0.207776427704,1.15246636771,0.694992576035,0.792207792208,4.0,223.0,257.0,183.0,0.0429981338661,0.209641255605,5.05405405405,2.0,0.207776427704,0.18018967334,0.0414201183432,1.15246636771,8.625
SF011,DefaultProbCons,0.0262626262626,0.030961595713,0.0286121109878,0.0,0.0262626262626,0.713910761155,0.89173061366,0.957345971564,6.0,1143.0,816.0,544.0,0.226328920547,0.641878098571,13.2590361446,4.0,0.0262626262626,0.030961595713,0.0,0.713910761155,61.9166666667
SF065,DefaultProbCons,0.104491292392,0.0928086838535,0.0986499881229,0.0084388185654,0.104491292392,1.13099041534,0.812831963394,0.904761904762,8.0,313.0,354.0,183.0,0.10951196999,0.451677316294,4.875,2.0,0.104491292392,0.0928086838535,0.0084388185654,1.13099041534,21.9375
SF103,DefaultProbCons,0.326840855107,0.280016280016,0.303428567562,0.104166666667,0.326840855107,1.25151515152,0.624301992431,0.688461538462,5.0,330.0,413.0,300.0,0.0880443113735,0.18,3.62195121951,2.0,0.326840855107,0.280016280016,0.104166666667,1.25151515152,6.5
SF207,DefaultProbCons,0.237569060773,0.190265486726,0.21391727375,0.0535714285714,0.237569060773,1.3097826087,0.750756748905,0.833333333333,4.0,184.0,241.0,172.0,0.0905529448955,0.115489130435,2.65625,1.0,0.237569060773,0.190265486726,0.0535714285714,1.3097826087,3.375
