Dataset,Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length,1-SPFP(masked),1-SPFN(masked),TC(masked),Compression(masked),Average Terminal Gap length
AL00050465,DefaultProbCons,0.302779864763,0.266446280992,0.284613072878,0.00854700854701,0.302779864763,1.47863247863,0.678466734187,0.842105263158,9.0,117.0,173.0,104.0,0.0779759380423,0.193732193732,7.55555555556,6.0,0.200976709241,0.243624772313,0.016393442623,1.47863247863,0.0
AL10057468,DefaultProbCons,0.534420673586,0.413200131019,0.473810402302,0.0294117647059,0.534420673586,1.94444444444,0.675416092756,0.928571428571,21.0,36.0,70.0,33.0,0.0359305620747,0.161375661376,1.5641025641,1.0,0.44227917814,0.397714285714,0.04,1.94444444444,0.142857142857
AL00050799,DefaultProbCons,0.364143056201,0.299008390542,0.331575723371,0.0127388535032,0.364143056201,1.48648648649,0.708650643938,0.945054945055,8.0,185.0,275.0,173.0,0.360571590374,0.393243243243,14.55,14.0,0.296330701347,0.361678004535,0.031746031746,1.48648648649,0.0
AL00050021,DefaultProbCons,0.286183670117,0.217234069086,0.251708869601,0.0,0.286183670117,1.58947368421,0.75184822332,0.888888888889,13.0,190.0,302.0,155.0,0.133166257766,0.376518218623,8.01724137931,7.0,0.242155413176,0.230456535335,0.0,1.58947368421,0.0
AL10063410,DefaultProbCons,0.184239328712,0.1503871352,0.167313231956,0.0,0.184239328712,1.47727272727,0.809471716687,0.928057553957,8.0,176.0,260.0,160.0,0.141120222239,0.223011363636,6.40816326531,3.0,0.137905873769,0.175324675325,0.0,1.47727272727,0.0
AL00054097,DefaultProbCons,0.63591160221,0.568395061728,0.602153331969,0.111111111111,0.63591160221,1.32323232323,0.444285188746,0.833333333333,7.0,99.0,131.0,98.0,0.0115703410105,0.015873015873,1.22222222222,1.0,0.440883977901,0.558823529412,0.117647058824,1.32323232323,0.0
AL00051931,DefaultProbCons,0.267508610792,0.243723849372,0.255616230082,0.0833333333333,0.267508610792,1.07933194154,0.6296426235,0.72641509434,3.0,479.0,517.0,468.0,0.250946305383,0.221294363257,28.9090909091,3.0,0.247990815155,0.252631578947,0.0947368421053,1.07933194154,0.0
AL00069572,DefaultProbCons,0.279113625648,0.206415620642,0.242764623145,0.020618556701,0.279113625648,1.6018957346,0.732845499985,0.828125,6.0,211.0,338.0,204.0,0.0244592445813,0.0758293838863,5.05263157895,4.0,0.266855256954,0.214393939394,0.0227272727273,1.6018957346,0.0
AL00063763,DefaultProbCons,0.177215189873,0.16,0.168607594937,0.016393442623,0.177215189873,1.12,0.743230079875,0.810344827586,3.0,75.0,84.0,73.0,0.125092558324,0.142222222222,3.55555555556,2.0,0.170886075949,0.160714285714,0.0178571428571,1.12,0.0
AL00057468,DefaultProbCons,0.699313621964,0.60451848471,0.651916053337,0.244444444444,0.699313621964,1.4,0.619349125512,0.825,15.0,55.0,77.0,51.0,0.0631811819517,0.212121212121,3.125,3.0,0.677138331573,0.678571428571,0.305555555556,1.4,0.0
AL00082614,DefaultProbCons,0.152046783626,0.12380952381,0.137928153718,0.0555555555556,0.152046783626,1.24691358025,0.828544212133,0.885714285714,3.0,81.0,101.0,76.0,0.0352766841475,0.0864197530864,2.625,3.0,0.0994152046784,0.0944444444444,0.0166666666667,1.24691358025,0.0
AL00051412,DefaultProbCons,0.416563025825,0.340123051192,0.378343038508,0.0378151260504,0.416563025825,1.57786885246,0.618521313252,0.767741935484,10.0,488.0,770.0,472.0,0.146784389009,0.151024590164,8.56976744186,2.0,0.287438729973,0.360789715335,0.0661157024793,1.57786885246,0.0
AL00055593,DefaultProbCons,0.466619817287,0.391048292108,0.428834054698,0.0,0.466619817287,1.38888888889,0.607942720467,0.904109589041,7.0,108.0,150.0,97.0,0.0584945017752,0.205026455026,10.3333333333,12.0,0.367533380183,0.377344877345,0.0,1.38888888889,0.0
AL00063492,DefaultProbCons,0.26746506986,0.238434163701,0.252949616781,0.0,0.26746506986,1.28846153846,0.732430894085,0.884615384615,7.0,104.0,134.0,104.0,0.15656930603,0.162087912088,8.42857142857,6.0,0.24750499002,0.249496981891,0.0,1.28846153846,0.0
AL00074653,DefaultProbCons,0.217391304348,0.167597765363,0.192494534855,0.0769230769231,0.217391304348,1.33333333333,0.861909953792,0.929824561404,3.0,69.0,92.0,69.0,0.0798924278865,0.0772946859903,5.33333333333,4.0,0.210144927536,0.201388888889,0.104166666667,1.33333333333,0.0
AL10050021,DefaultProbCons,0.418879056047,0.331002331002,0.374940693525,0.03125,0.418879056047,1.31111111111,0.774176562685,0.90625,6.0,45.0,59.0,45.0,0.215349259352,0.285185185185,15.4,14.0,0.356932153392,0.366666666667,0.0454545454545,1.31111111111,0.0
AL00064294,DefaultProbCons,0.524079320113,0.444177671068,0.484128495591,0.237762237762,0.524079320113,1.28082191781,0.572314102178,0.647887323944,4.0,146.0,187.0,145.0,0.0234328931461,0.0325342465753,3.16666666667,3.0,0.524079320113,0.450121654501,0.248175182482,1.28082191781,0.0
AL00050876,DefaultProbCons,0.582167832168,0.487554904832,0.5348613685,0.193277310924,0.582167832168,1.288,0.467356948607,0.718181818182,4.0,125.0,161.0,119.0,0.00814831581069,0.058,2.41666666667,2.0,0.550699300699,0.5,0.219047619048,1.288,0.0
AL00063410,DefaultProbCons,0.125600474982,0.087471337819,0.106535906401,0.0,0.125600474982,2.41747572816,0.834185311021,0.962962962963,20.0,206.0,498.0,193.0,0.143500751892,0.227184466019,5.70731707317,3.0,0.0606142386787,0.100178412132,0.0,2.41747572816,0.0
AL00047861,DefaultProbCons,0.210206561361,0.154326494202,0.182266527781,0.012987012987,0.210206561361,1.64102564103,0.785150303873,0.864864864865,6.0,78.0,128.0,77.0,0.0144137515133,0.025641025641,1.09090909091,1.0,0.136087484812,0.133333333333,0.0,1.64102564103,0.166666666667
AL00051984,DefaultProbCons,0.345794392523,0.287937743191,0.316866067857,0.137931034483,0.345794392523,1.25842696629,0.787018255578,0.882352941176,3.0,89.0,112.0,87.0,0.0,0.0224719101124,1.0,1.0,0.317757009346,0.286919831224,0.151898734177,1.25842696629,0.0
AL00052141,DefaultProbCons,0.277022853613,0.224981188864,0.251002021239,0.00578034682081,0.277022853613,1.33488372093,0.739221783702,0.885496183206,8.0,215.0,287.0,191.0,0.0839186935906,0.260465116279,7.85964912281,4.0,0.174490426189,0.229301948052,0.0113636363636,1.33488372093,0.0
AL00088696,DefaultProbCons,0.20303030303,0.154615384615,0.178822843823,0.0,0.20303030303,1.75694444444,0.860946387181,0.954545454545,11.0,144.0,253.0,136.0,0.435104921973,0.36047979798,11.1960784314,3.0,0.138383838384,0.186818181818,0.0,1.75694444444,0.0454545454545
AL00053701,DefaultProbCons,0.605692045731,0.554565701559,0.580128873645,0.0623700623701,0.605692045731,1.17543859649,0.440886735322,0.789081885856,5.0,513.0,603.0,484.0,0.0481907121133,0.0810916179337,5.94285714286,4.0,0.487715884213,0.538978494624,0.0618279569892,1.17543859649,0.0
AL10051735,DefaultProbCons,0.382334090394,0.263697302591,0.323015696492,0.0,0.382334090394,3.71428571429,0.764229860249,0.96875,166.0,70.0,260.0,69.0,0.143128039617,0.518244406196,19.4258064516,32.0,0.359227864202,0.295576920477,0.0,3.71428571429,0.0
AL00069381,DefaultProbCons,0.221716514954,0.203703703704,0.212710109329,0.0835214446953,0.221716514954,1.09594882729,0.749079248371,0.895833333333,4.0,469.0,514.0,428.0,0.207580242632,0.249466950959,18.72,6.0,0.107282184655,0.157142857143,0.00571428571429,1.09594882729,0.0
AL00089800,DefaultProbCons,0.517730496454,0.434523809524,0.476127152989,0.243055555556,0.517730496454,1.30263157895,0.693491285403,0.801470588235,4.0,152.0,198.0,149.0,0.031460626752,0.0526315789474,2.28571428571,1.5,0.459574468085,0.465517241379,0.275862068966,1.30263157895,0.0
AL00109622,DefaultProbCons,0.206798866856,0.168591224018,0.187695045437,0.058064516129,0.206798866856,1.25477707006,0.851960784314,0.935714285714,3.0,157.0,197.0,155.0,0.0521477662494,0.0424628450106,2.22222222222,1.0,0.158640226629,0.16231884058,0.0695652173913,1.25477707006,0.0
AL00068994,DefaultProbCons,0.989218328841,0.978666666667,0.983942497754,0.968,0.989218328841,1.016,0.0346666666667,0.048,3.0,125.0,127.0,125.0,0.0,0.0,0.0,0.0,0.973045822102,0.978319783198,0.967479674797,1.016,0.0
AL00053697,DefaultProbCons,0.162756214566,0.136623224484,0.149689719525,0.00961538461538,0.162756214566,1.48085106383,0.833676484616,0.971428571429,16.0,235.0,348.0,167.0,0.125570128386,0.410106382979,11.4222222222,9.0,0.103270824248,0.154166666667,0.015625,1.48085106383,0.0
AL10109622,DefaultProbCons,0.235294117647,0.187683284457,0.211488701052,0.0819672131148,0.235294117647,1.37704918033,0.886406493972,0.964912280702,4.0,61.0,84.0,60.0,0.0254237288136,0.0368852459016,1.8,1.0,0.227941176471,0.194968553459,0.0943396226415,1.37704918033,0.0
AL00051971,DefaultProbCons,0.212936146738,0.162560539061,0.1877483429,0.00940438871473,0.212936146738,1.63363363363,0.815108708814,0.904347826087,11.0,333.0,544.0,303.0,0.289963498625,0.335244335244,18.0588235294,5.0,0.121500482692,0.200227272727,0.0375,1.63363363363,0.0
AL00103575,DefaultProbCons,0.35,0.302158273381,0.326079136691,0.150943396226,0.35,1.18181818182,0.744036970781,0.807692307692,3.0,66.0,78.0,63.0,0.166666666667,0.181818181818,3.27272727273,2.0,0.333333333333,0.350877192982,0.210526315789,1.18181818182,0.0
AL10056276,DefaultProbCons,0.143133462282,0.124161073826,0.133647268054,0.0,0.143133462282,1.23622047244,0.818706564327,0.893617021277,4.0,127.0,157.0,116.0,0.0461574358827,0.127952755906,3.61111111111,4.0,0.114119922631,0.144607843137,0.0,1.23622047244,0.0
AL00050815,DefaultProbCons,0.233459232456,0.169005736138,0.201232484297,0.0,0.233459232456,2.66666666667,0.810459788512,0.936507936508,29.0,171.0,456.0,147.0,0.0386557279387,0.186731195806,3.89075630252,2.0,0.15105253427,0.178306416412,0.0,2.66666666667,0.0
AL10050712,DefaultProbCons,0.300469483568,0.212978369384,0.256723926476,0.0,0.300469483568,1.6511627907,0.809847374847,0.923076923077,6.0,43.0,71.0,43.0,0.0377852033776,0.046511627907,2.0,2.0,0.265258215962,0.235416666667,0.0,1.6511627907,0.0
AL10050335,DefaultProbCons,0.194503171247,0.160185722577,0.177344446912,0.0367647058824,0.194503171247,1.45714285714,0.801628915955,0.883333333333,6.0,140.0,204.0,137.0,0.0844432381781,0.114285714286,3.69230769231,3.0,0.178999295278,0.209053497942,0.0617283950617,1.45714285714,0.0
AL10054446,DefaultProbCons,0.103658536585,0.0994152046784,0.101536870632,0.016393442623,0.103658536585,1.02352941176,0.912852664577,0.945454545455,3.0,85.0,87.0,74.0,0.118628301042,0.211764705882,7.71428571429,11.0,0.0792682926829,0.108333333333,0.025,1.02352941176,0.0
AL00051395,DefaultProbCons,0.141628696877,0.0970701794231,0.11934943815,0.0123203285421,0.141628696877,2.314,0.833805371936,0.929166666667,28.0,500.0,1157.0,335.0,0.121446621461,0.423857142857,16.081300813,9.0,0.0831414133046,0.112501120976,0.0,2.314,0.0
AL10054592,DefaultProbCons,0.187910573803,0.126018659274,0.156964616539,0.0,0.187910573803,3.31092436975,0.86218096979,1.0,82.0,119.0,394.0,92.0,0.170543591959,0.515576962492,15.48,9.0,0.144068625272,0.162671885978,0.0,3.31092436975,0.0
AL00089623,DefaultProbCons,0.563025210084,0.468531468531,0.515778339308,0.307692307692,0.563025210084,1.2275862069,0.622377622378,0.678321678322,3.0,145.0,178.0,145.0,0.00807482893972,0.00919540229885,1.0,1.0,0.563025210084,0.468531468531,0.307692307692,1.2275862069,0.0
AL00051352,DefaultProbCons,0.518344110205,0.407999557424,0.463171833815,0.0461538461538,0.518344110205,2.01893939394,0.577125718084,0.827751196172,18.0,264.0,533.0,253.0,0.0355522343441,0.0799663299663,3.14049586777,3.0,0.448692718583,0.432388499441,0.0569948186528,2.01893939394,0.0
AL00063412,DefaultProbCons,0.158751393534,0.113617021277,0.136184207405,0.00531914893617,0.158751393534,2.08737864078,0.809989405627,0.949685534591,16.0,206.0,430.0,193.0,0.0890729939548,0.179915048544,4.39259259259,2.0,0.0814567075437,0.126851851852,0.0138888888889,2.08737864078,0.0
AL10054814,DefaultProbCons,0.416501650165,0.315184815185,0.365843232675,0.0,0.416501650165,2.04545454545,0.706793206793,0.909090909091,14.0,22.0,45.0,22.0,0.0,0.0,0.0,0.0,0.416501650165,0.315184815185,0.0,2.04545454545,0.0
AL00049599,DefaultProbCons,0.322674418605,0.27680798005,0.299741199327,0.0544217687075,0.322674418605,1.25657894737,0.744416359698,0.909090909091,4.0,152.0,191.0,151.0,0.0938512566285,0.0690789473684,2.625,2.0,0.235465116279,0.313953488372,0.0813953488372,1.25657894737,0.0
AL00051913,DefaultProbCons,0.15720177665,0.100537688952,0.128869732801,0.0025974025974,0.15720177665,2.21768707483,0.849104293182,0.93009118541,15.0,441.0,978.0,360.0,0.123028896216,0.27059712774,15.0420168067,7.0,0.114847715736,0.206857142857,0.01,2.21768707483,0.0
AL00057413,DefaultProbCons,0.167785234899,0.11961722488,0.14370122989,0.012987012987,0.167785234899,1.40963855422,0.879336650083,0.906666666667,3.0,83.0,117.0,81.0,0.0793120233334,0.0923694779116,2.3,1.5,0.167785234899,0.136612021858,0.016393442623,1.40963855422,0.0
AL10074933,DefaultProbCons,0.209756097561,0.155609167672,0.182682632616,0.0425531914894,0.209756097561,1.38053097345,0.784402974313,0.884615384615,5.0,113.0,156.0,96.0,0.0335119795208,0.189380530973,4.65217391304,3.0,0.186991869919,0.166666666667,0.0434782608696,1.38053097345,0.0
AL00051713,DefaultProbCons,0.309468822171,0.26456071076,0.287014766466,0.0581717451524,0.309468822171,1.21138211382,0.666253343173,0.743119266055,3.0,369.0,447.0,366.0,0.0535758375611,0.0460704607046,5.66666666667,3.0,0.26558891455,0.257270693512,0.0637583892617,1.21138211382,0.0
AL00054253,DefaultProbCons,0.393487109905,0.346475507766,0.369981308835,0.0114942528736,0.393487109905,1.30681818182,0.589742678725,0.8125,5.0,88.0,115.0,88.0,0.0303218716521,0.0295454545455,1.44444444444,1.0,0.373134328358,0.34375,0.0125,1.30681818182,0.0
