Dataset,Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length,1-SPFP(masked),1-SPFN(masked),TC(masked),Compression(masked),Average Terminal Gap length
BALBS117,DefaultProbCons,0.312929025757,0.224516537141,0.268722781449,0.0,0.312929025757,1.48360655738,0.684466642645,0.74693877551,14.0,610.0,905.0,548.0,0.309869232754,0.546018735363,35.8692307692,3.0,0.312929025757,0.224516537141,0.0,1.48360655738,154.357142857
BALBS105,DefaultProbCons,0.302166173094,0.213715845709,0.257941009401,0.0,0.302166173094,2.41928251121,0.724917263619,0.870967741935,23.0,446.0,1079.0,381.0,0.0422244596182,0.205303178007,4.46186440678,2.0,0.302166173094,0.213715845709,0.0,2.41928251121,17.5869565217
BALBS109,DefaultProbCons,0.195023265224,0.165125042823,0.180074154023,0.0695364238411,0.195023265224,1.15563839702,0.721914061835,0.835294117647,6.0,1073.0,1240.0,1016.0,0.614195528541,0.434762348555,34.9875,4.0,0.195023265224,0.165125042823,0.0695364238411,1.15563839702,190.5
BALBS464,DefaultProbCons,0.114656031904,0.0973476297968,0.106001830851,0.00865800865801,0.114656031904,1.25818181818,0.839461336074,0.896103896104,7.0,275.0,346.0,217.0,0.0815802675913,0.288311688312,9.09836065574,5.0,0.114656031904,0.0973476297968,0.00865800865801,1.25818181818,0.0
BALBS479,DefaultProbCons,0.412766643383,0.312963415628,0.362865029505,0.0426356589147,0.412766643383,2.05902777778,0.664313481368,0.757322175732,15.0,288.0,593.0,275.0,0.0528638968145,0.149537037037,5.66666666667,2.0,0.412766643383,0.312963415628,0.0426356589147,2.05902777778,2.06666666667
BALBS065,DefaultProbCons,0.356063890093,0.279229099657,0.317646494875,0.0241379310345,0.356063890093,1.74707259953,0.660012316456,0.738775510204,18.0,427.0,746.0,402.0,0.13313758255,0.373796513141,14.365,2.0,0.356063890093,0.279229099657,0.0241379310345,1.74707259953,67.3611111111
BALBS067,DefaultProbCons,0.209490261086,0.157894736842,0.183692498964,0.0203045685279,0.209490261086,1.4161849711,0.705658855805,0.794303797468,8.0,519.0,735.0,476.0,0.323516461972,0.432562620424,14.7213114754,5.0,0.209490261086,0.157894736842,0.0203045685279,1.4161849711,73.125
BALBS549,DefaultProbCons,0.584697681958,0.497860593513,0.541279137735,0.032967032967,0.584697681958,1.76842105263,0.478163364802,0.970588235294,19.0,95.0,168.0,91.0,0.0550289794963,0.0808864265928,2.75471698113,2.0,0.584697681958,0.497860593513,0.032967032967,1.76842105263,0.0
BALBS201,DefaultProbCons,0.0365990990991,0.0350215517241,0.0358103254116,0.0,0.0365990990991,1.0054312405,0.819240596595,0.847708894879,3.0,4603.0,4628.0,4548.0,2.83688948167,0.570787167789,179.136363636,2.0,0.0365990990991,0.0350215517241,0.0,1.0054312405,1288.83333333
BALBS593,DefaultProbCons,0.310736784443,0.240819358947,0.275778071695,0.0210084033613,0.310736784443,1.14795244386,0.687122047945,0.782608695652,15.0,757.0,869.0,705.0,0.661152853157,0.694760017613,51.2272727273,5.0,0.310736784443,0.240819358947,0.0210084033613,1.14795244386,6.53333333333
BALBS383,DefaultProbCons,0.127485646934,0.0820918361101,0.104788741522,0.0,0.127485646934,2.04621072089,0.767214381166,0.957575757576,21.0,1082.0,2214.0,940.0,0.252977571564,0.489173488249,24.1630434783,3.0,0.127485646934,0.0820918361101,0.0,2.04621072089,120.095238095
BALBS454,DefaultProbCons,0.186246418338,0.15,0.168123209169,0.0327868852459,0.186246418338,1.28838951311,0.78158224507,0.830097087379,4.0,267.0,344.0,247.0,0.0464200515516,0.121722846442,3.42105263158,3.0,0.186246418338,0.15,0.0327868852459,1.28838951311,0.0
BALBS705,DefaultProbCons,0.230060262318,0.228762777582,0.22941151995,0.005859375,0.230060262318,1.12778904665,0.526712560266,0.889855072464,13.0,986.0,1112.0,946.0,2.04163673935,0.756748322671,102.105263158,2.0,0.230060262318,0.228762777582,0.005859375,1.12778904665,353.269230769
BALBS297,DefaultProbCons,0.273116999107,0.209409025543,0.241263012325,0.0,0.273116999107,1.6604303087,0.692365550495,0.846361185984,19.0,1069.0,1775.0,819.0,0.2175811511,0.412732017134,14.3790737564,3.0,0.273116999107,0.209409025543,0.0,1.6604303087,112.921052632
BALBS171,DefaultProbCons,0.081344077847,0.0593060636293,0.0703250707382,0.0,0.081344077847,1.25073746313,0.721607930936,0.899665551839,12.0,678.0,848.0,492.0,0.608335223138,0.666052114061,78.5362318841,2.0,0.081344077847,0.0593060636293,0.0,1.25073746313,221.666666667
BALBS060,DefaultProbCons,0.354838709677,0.280983916746,0.317911313211,0.0617283950617,0.354838709677,1.46590909091,0.671531710872,0.764705882353,6.0,88.0,129.0,85.0,0.0824956331736,0.140151515152,2.3125,2.0,0.354838709677,0.280983916746,0.0617283950617,1.46590909091,1.25
BALBS732,DefaultProbCons,0.103672032193,0.0857642212143,0.0947181267037,0.0,0.103672032193,1.2261669954,0.753799518563,0.892533147244,12.0,1521.0,1865.0,1519.0,1.33053946782,0.547939951786,344.862068966,1.0,0.103672032193,0.0857642212143,0.0,1.2261669954,416.25
BALBS595,DefaultProbCons,0.168317864219,0.115467162684,0.141892513452,0.0,0.168317864219,1.65890570431,0.769608320464,0.860841423948,16.0,859.0,1425.0,613.0,0.17044125724,0.505966239814,18.8967391304,5.0,0.168317864219,0.115467162684,0.0,1.65890570431,2.8125
BALBS261,DefaultProbCons,0.132933272455,0.137433407512,0.135183339983,0.0016339869281,0.132933272455,1.16775126537,0.792908626316,1.0,9.0,1383.0,1615.0,1003.0,0.332537188124,0.483731019523,24.2782258065,3.0,0.132933272455,0.137433407512,0.0016339869281,1.16775126537,274.944444444
